source,feature,ctcf_motif_cosine,mean_activation,activation_frequency
mlp,407,0.04439279202770699,0.50124591588974,0.49853515625
mlp,438,0.044335611671928045,0.5387572050094604,0.49169921875
mlp,104,0.04352761666304004,0.5001301765441895,0.498046875
mlp,119,0.04327052065098923,0.5390163660049438,0.49951171875
mlp,109,0.042596293104178014,0.5807732343673706,0.50048828125
mlp,504,0.042100377669417835,0.5503179430961609,0.501953125
mlp,137,0.041545125060033744,0.5031286478042603,0.4794921875
mlp,97,0.041498989234035735,0.500135064125061,0.47265625
mlp,188,0.04122533459750473,0.5121668577194214,0.49365234375
mlp,196,0.04060275318588595,0.5266280174255371,0.5048828125
mlp,150,0.04044381904061738,0.4924485981464386,0.490234375
mlp,239,0.04016589132618115,0.46197670698165894,0.4892578125
mlp,496,0.040006135649820376,0.5518949031829834,0.50244140625
mlp,404,0.03980297747180691,0.5090460181236267,0.4853515625
mlp,8,0.03964784526659675,0.5033141374588013,0.48193359375
mlp,312,0.03962187394330094,0.5769903659820557,0.4892578125
mlp,181,0.03903641374400863,0.5223170518875122,0.482421875
mlp,450,0.0379745696122838,0.5157010555267334,0.47607421875
mlp,429,0.03760655991275555,0.5251734852790833,0.48681640625
mlp,173,0.03736350636252954,0.5290278792381287,0.5146484375
mlp,170,0.03694721140963741,0.5309168100357056,0.5009765625
mlp,185,0.03692578953512689,0.5379911661148071,0.494140625
mlp,180,0.036836613711330145,0.5504581928253174,0.4970703125
mlp,223,0.03616526200885575,0.5701731443405151,0.5029296875
mlp,15,0.035429224691052155,0.5358979105949402,0.48779296875
mlp,134,0.03521847662726626,0.48119431734085083,0.4892578125
mlp,258,0.03473120986586147,0.5462460517883301,0.49560546875
mlp,301,0.03463179377233539,0.48091575503349304,0.47900390625
mlp,24,0.03454103696221627,0.4858704209327698,0.48876953125
mlp,191,0.03367457707140668,0.49969878792762756,0.494140625
mlp,485,0.03359199615660333,0.5382192134857178,0.49853515625
mlp,319,0.03342294399826283,0.4866759181022644,0.49951171875
mlp,460,0.03287085261591096,0.4984849989414215,0.4970703125
mlp,436,0.032284995769235096,0.4625837802886963,0.49169921875
mlp,120,0.032088873492537424,0.5266035795211792,0.49658203125
mlp,6,0.03191121905174592,0.5380703210830688,0.4873046875
mlp,392,0.03166412509444965,0.4793514609336853,0.48876953125
mlp,310,0.031639664691139664,0.48648500442504883,0.494140625
mlp,153,0.0311736121037287,0.55487060546875,0.48681640625
mlp,376,0.030429068771000933,0.5352809429168701,0.48388671875
mlp,53,0.029701014660575783,0.5114485621452332,0.490234375
mlp,51,0.028872768250000746,0.5682430267333984,0.50341796875
mlp,459,0.02877609623766242,0.49955281615257263,0.490234375
mlp,330,0.028772649081397376,0.5835262537002563,0.5009765625
mlp,451,0.028552401080256484,0.5258915424346924,0.49267578125
mlp,229,0.028500826931015192,0.5084344148635864,0.4794921875
mlp,71,0.027690043719159212,0.5532039403915405,0.462890625
mlp,418,0.02668403660476165,0.5359653234481812,0.49267578125
mlp,65,0.026657785729303857,0.5520747303962708,0.49365234375
mlp,169,0.02612816776106776,0.4892892837524414,0.4931640625
mlp,426,0.026054090061998155,0.524398922920227,0.48291015625
mlp,208,0.02595409859543387,0.530964732170105,0.4921875
mlp,217,0.025846458901908273,0.5366631746292114,0.5234375
mlp,54,0.02581278008180552,0.5315365791320801,0.48583984375
mlp,466,0.025667199559499365,0.5284445285797119,0.48388671875
mlp,32,0.02537368190229341,0.5613389015197754,0.5009765625
mlp,476,0.025287653350043824,0.49457359313964844,0.478515625
mlp,335,0.025216424209230294,0.5243337750434875,0.48828125
mlp,341,0.02511943216782686,0.5596964359283447,0.4912109375
mlp,334,0.025119061289994537,0.5055370330810547,0.47705078125
mlp,423,0.025032774519325247,0.5399734973907471,0.49267578125
mlp,186,0.0249643763559776,0.5510222911834717,0.50634765625
mlp,125,0.024764097447030727,0.5146216750144958,0.50146484375
mlp,428,0.0247079121726274,0.5168089270591736,0.49853515625
mlp,62,0.024705320379885116,0.49204716086387634,0.50439453125
mlp,400,0.024672938057578656,0.5565476417541504,0.494140625
mlp,269,0.0245864415654461,0.5354709625244141,0.5009765625
mlp,270,0.024493116744715045,0.5129972100257874,0.49853515625
mlp,329,0.024277161860441182,0.5216745138168335,0.4970703125
mlp,296,0.024120377698765176,0.5560068488121033,0.4912109375
mlp,481,0.024016882974215663,0.5184736251831055,0.50146484375
mlp,435,0.024009697906420758,0.5494171977043152,0.49560546875
mlp,133,0.023985082804580515,0.5057337284088135,0.49462890625
mlp,372,0.023780923988219713,0.5066071152687073,0.48388671875
mlp,505,0.023666565734521916,0.5480057597160339,0.49658203125
mlp,391,0.02335613023920491,0.5360425710678101,0.478515625
mlp,230,0.02294506649693105,0.5004604458808899,0.498046875
mlp,331,0.022665083540144106,0.5090823769569397,0.48681640625
mlp,112,0.022621401032172472,0.5168809294700623,0.48583984375
mlp,354,0.022174023036029215,0.5697938203811646,0.4853515625
